Open,Low,High,Volume,Pct,50ma,100ma,200ma,adj_close
5.5898885127791346e-05,0.00020394689811485765,5.4299260288934344e-05,0.061247397063035586,0.4578433713621594,0.0,0.0,0.0,9.41962547569104e-05
4.295932838524648e-05,0.0002696514400333046,0.00025805077032550576,0.10660236412475518,0.45394013495943875,2.398936133511751e-05,1.9057497849504085e-05,1.9788069413497703e-05,0.00017583300887956746
0.00024378124902953288,0.0004010605238701972,0.00019651160866471402,0.04744118717148807,0.4574708473717883,4.725904183018083e-05,3.803241320832684e-05,4.052741849421308e-05,0.00026741270100434124
0.0003084790327422542,0.0005587514244744687,0.0006490054444058318,0.2135685588437928,0.5665480814781246,7.924485694367012e-05,6.0583785663573166e-05,6.46252931175862e-05,0.0006206486563427576
0.0007546349492251795,0.0008809664980425299,0.0007782893974747221,0.2299641588159249,0.4101966959419829,0.00011107074298159249,8.304622312885592e-05,8.871953690253471e-05,0.0006002394678120936
0.00057348115482956,0.0006375968747766047,0.00048093630541627425,0.10996973239098629,0.3473959307515179,0.00014006359968089105,0.00010369184579915201,0.00011109639411269754,0.00041812670861539857
0.000405266917176485,0.0005787256052176763,0.0004100886991345214,0.0852950511298101,0.3941258213171889,0.00016462413628589223,0.0001259255932902401,0.00013269988273844225,0.0003589923931291159
0.00045081415691024035,0.0006113150580092258,0.000397160303827632,0.05359534296839319,0.4221672370942399,0.00018804232235112477,0.00014828003826770908,0.0001545974692765714,0.00036893533113123433
0.0004471910810223286,0.0006770195999276723,0.00039043753826805035,0.022522662001377907,0.42473170911920866,0.00020946139497176513,0.00016931951589356205,0.00017672379863544396,0.0003851580194504803
0.00045702514414666185,0.0006181483303687439,0.00036458074765427246,0.020479017812216966,0.43688573255943597,0.000232742498972227,0.0001863124514760368,0.00019919142680621844,0.0004312095217760808
0.000431146030661573,0.0006901605083113617,0.0006490054444058318,0.12264961565555306,0.5328347391972832,0.00026508244275304455,0.0002060433142495573,0.00022358339934197557,0.000715368223626096
0.000748423961988758,0.0009266968592177688,0.0007395042115540549,0.10770546752231365,0.39215894043819044,0.000294715015754613,0.0002251008120990614,0.00024763770390425497,0.0006468142826641212
0.0006769976087699137,0.0008941074064262194,0.0006040146287378577,0.052527074414968136,0.4180813370215085,0.0003251243871232228,0.00024010541540590456,0.0002719643213483715,0.0006468142826641212
0.0006542239889030361,0.0008741332256830118,0.000597291863178276,0.019550088635325626,0.41426296612020597,0.0003576014129688127,0.0002607891530719002,0.00029567732709874766,0.0006368713446620036
0.0005993602683146489,0.0008609923172993223,0.0007007190256333876,0.04544398944117169,0.42694392649469926,0.0003954360628459115,0.0002765878187891398,0.00031904903403722233,0.0006598970958248034
0.0007287558357400906,0.0007821468669971872,0.0006490054444058318,0.09971667660104815,0.36678647657383556,0.00042977512007132167,0.0002873489525748261,0.0003413569053173195,0.0005259290890594183
0.0005605415980870164,0.0007033014166950512,0.0005455782819507194,0.0667048559772722,0.43998621135721877,0.00046061858464504363,0.00030084801355155814,0.00036450350027347495,0.000581400216860711
0.0006899371655124582,0.0008741332256830118,0.0007203701864998595,0.06446381433802184,0.46398193173266794,0.0004908908739488819,0.0003160940118311622,0.00038864857579636687,0.0006991455353068492
0.0007743030754738468,0.0009992346734957335,0.0007395042115540549,0.04370224723450043,0.4355583634626413,0.000521094622220334,0.0003319752600390814,0.0004128408522187767,0.0007451970376324505
0.000748423961988758,0.0009266968592177688,0.0006877906303264991,0.05400174948328315,0.4112014737791446,0.000553114707850016,0.00034851081567316856,0.0004369968202569416,0.000726881099207495
0.000741695392482635,0.0009414146766075012,0.0008884393254894171,0.13031328136490658,0.508872411637577,0.0005881734459154807,0.0003686037709058291,0.0004628665440314689,0.0009676048613640447
0.0010460337670672756,0.001242078660426312,0.0012178548379089514,0.15151608982745138,0.5104195244144241,0.0006272189873647331,0.00039345474810158296,0.0004908239999000794,0.0012255979368926964
0.0013110358891545806,0.001373487744263205,0.0011987208128547552,0.1036297907587029,0.3814988516792089,0.0006630545237972397,0.00041838830778801774,0.0005180080871842732,0.0011177955564486758
0.0012075194352142269,0.001163233210124176,0.001114427675453839,0.09715050974988582,0.33875776087831777,0.0006966167826556085,0.00044261038755473783,0.0005436054980769629,0.0008891079823999531
0.0008322722896804452,0.0009792604927525259,0.0007265758162471663,0.10304921002314582,0.36798813467729924,0.0007288881854040398,0.0004671437397863326,0.0005681826433723684,0.000751476787949578
0.0008001821889589348,0.0010186832179035943,0.0008558597693160567,0.09996052050998211,0.4697064593908954,0.0007650207329768849,0.0004947008816767158,0.0005938272551645773,0.0008891079823999531
0.001110731550779996,0.0013408982914716546,0.0011790696519882841,0.14562900116890254,0.544171450906933,0.0008084300534880497,0.0005257900131685408,0.0006218282810942824,0.0012355408748948148
0.0012401271182054386,0.0013603468358795155,0.0011919980472951727,0.09672088000557358,0.4014216566033924,0.0008481952757773562,0.0005539379374922592,0.0006494880082120844,0.0011863494974106497
0.0011883688912352618,0.001426051377797962,0.0013797183471512021,0.1484274003142877,0.4696325086025279,0.0008918216428910764,0.0005823272567887375,0.0006781934167961411,0.0013370635050217062
0.0014016127863523908,0.0014917559197164085,0.001385923976898509,0.09877613580944566,0.399669883327876,0.0009303759736082285,0.0006097255861970416,0.0007066047274678147,0.0012815923772204144
0.001304824901918159,0.0014228975597858763,0.0013502416058514951,0.14766103374335232,0.4597004864754461,0.0009722888149122982,0.0006379116255164586,0.0007356514348637747,0.0014056174459836802
